entity_id,farm_name,county,issue_type,issue_detail,recommended_action,status
AL-754364CAE2,Southern Yankees Farm,Winston,promotion_blocker,single secondary discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-3342B1281D,Steele Farms,Macon,promotion_blocker,city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-4DCE37798E,Sugar Hill U-Pick Farms,Chilton,promotion_blocker,city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-0190C3E9B8,Sunshine Farms U-Pick Strawberry Field,Chilton,promotion_blocker,single secondary discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-9CA1CD8264,SweetGum Ridge Apiary,Lowndes,promotion_blocker,bee seller requires farm-operation evidence; city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-732BF41B86,Talley's Farm,DeKalb,promotion_blocker,single secondary discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-C0AC2AB44A,Taylor's Blueberry Farm,Tallapoosa,promotion_blocker,single secondary discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-7C331A6946,The Bear Patch,Marion,promotion_blocker,bee seller requires farm-operation evidence; city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-7DC635DBBC,The Vineyard at FrogHoller,Madison,promotion_blocker,single secondary discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-811EDC98C1,The Vogel Farms,Bibb,promotion_blocker,single secondary discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-F67EE513D9,Todd’s Produce,Chilton,promotion_blocker,city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-CED7FB6267,Tony/Lori Traffansteadt-Piedmont Produce,Calhoun,promotion_blocker,city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-30900468B7,Trapps Blueberry Farm,Sumter,promotion_blocker,single secondary discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-DDA4844A7B,Turner Farms,Madison,promotion_blocker,single secondary discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-BC8CA9C03B,Turner South Farm,Dale,promotion_blocker,single secondary discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-C4A43EF567,Tuscan Pointe Farm,Tuscaloosa,promotion_blocker,single secondary discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-80DDED7995,Unnamed bee seller — Allyson Andrews,Elmore,promotion_blocker,bee seller requires farm-operation evidence; city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-0988B7E2CC,Unnamed bee seller — Charlie Sanders,Tuscaloosa,promotion_blocker,bee seller requires farm-operation evidence; city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-6F320CCBE7,Unnamed bee seller — David Hamm,Wilcox,promotion_blocker,bee seller requires farm-operation evidence; city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-5B631EAF17,Unnamed bee seller — Donald Harper,St. Clair,promotion_blocker,bee seller requires farm-operation evidence; city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-460D1DE202,Unnamed bee seller — JB Harris,Lee,promotion_blocker,bee seller requires farm-operation evidence; city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-02EA61E984,Unnamed bee seller — Jeff Staley,Houston,promotion_blocker,bee seller requires farm-operation evidence; city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-A458F06DCE,Unnamed bee seller — Larry Hopkins,Limestone,promotion_blocker,bee seller requires farm-operation evidence; city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-D5053871A5,Unnamed bee seller — Ray Nowlin,Houston,promotion_blocker,bee seller requires farm-operation evidence; city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-82F92DD7EE,Vandiver Farms,Morgan,promotion_blocker,bee seller requires farm-operation evidence; city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-08D2C4B5F5,Vic & Tillie Hummer,Houston,promotion_blocker,single secondary discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-2841D1B849,Viking Horticulture /Mary G. Montgomery High School Academy of Agribusiness,Mobile,promotion_blocker,products or farm activity missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-F96A9919EE,Voigt Farm,Cullman,promotion_blocker,city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-81681D72E3,Wayne&MaryReed–Reed Farm,Madison,promotion_blocker,city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-F768020B80,"Weeks Bay Plantation (aka, LA Berry Farms)",Baldwin,promotion_blocker,single secondary discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-3BBC54944F,WellsProduce,Houston,promotion_blocker,city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-033A40FE1F,Westbrook Farm,Fayette,promotion_blocker,single secondary discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-6F145A8D61,Whispering Pines Ranch,Houston,promotion_blocker,single secondary discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-4989D3DC8D,Wills Creek Vineyards,Etowah,promotion_blocker,single secondary discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-5D924FDA43,Wingard Produce,Butler,promotion_blocker,city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-F42A719DCA,Witherspoon Fruit Farm,Elmore,promotion_blocker,single secondary discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-4D7048D118,Witt Farms,Blount,promotion_blocker,city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
AL-3A1F62C87B,Zimlich Ideal Farms,Baldwin,promotion_blocker,single secondary discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
