entity_id,farm_name,normalized_name,entity_type,identity_decision,state,county_equivalent,city,postal_code,address_internal,public_location_classification,latitude,longitude,products,business_types,phone_internal,email_internal,contact_visibility,website_url,facebook_url,instagram_url,tiktok_url,on_farm_sales,farmers_market_sales,online_sales,local_delivery,u_pick,wholesale,farm_to_school,source_observation_count,source_observation_ids,source_names,source_urls,evidence_grades,last_retrieved,canonical_record_ids,canonical_match_status,promotion_status,promotion_blockers,notes
TN-8E3ADC249B,East Nashville Farmers Market,east nashville farmers market,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Nashville,37206,511 Woodland St.,public_business_address_reviewed_for_future_reduced_precision,,,,Pick Tennessee Products member,617-719-6025,manager@eastnashvillemarket.com,internal_until_public_use_review,http://www.eastnashvillemarket.com/,https://www.facebook.com/eastnashvillefarmersmarket,https://www.instagram.com/eastnashvillefarmersmarket/,,False,False,False,False,False,False,False,1,tnobs_0c4d89fb88601a18a89a,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.863.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,products or farm activity missing; directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-1214AFCB96,Elliston Place Soda Shop,elliston place soda shop,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Nashville,37080,2105 Elliston Place,public_business_address_reviewed_for_future_reduced_precision,,,Patio Dining; Take Out; Catering Service; Food Truck,Pick Tennessee Products member,615-419-3786,debbie@epsodashop.com,internal_until_public_use_review,http://www.ellistonplacesodashop.com,https://facebook.com/ellistonplacesodashop,,,False,False,False,False,False,False,False,1,tnobs_ad05405f3a876aa4644d,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.27661.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-AEFD05573B,Estella's Chess Pies,estellas chess pies,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Nashville,37207,,public_business_address_reviewed_for_future_reduced_precision,,,Pies,Pick Tennessee Products member,615-290-8151,estellaschesspies@gmail.com,internal_until_public_use_review,,https://www.facebook.com/estella.logan.984,,,False,True,False,False,False,False,False,1,tnobs_a5dbd203bd45b7e3551e,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.23656.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-6140FCDA74,Etch,etch,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Nashville,37201,303 Demonbreun Street,public_business_address_reviewed_for_future_reduced_precision,,,,Pick Tennessee Products member,615-522-0685,%20info@etchrestaurant.com%20,internal_until_public_use_review,http://www.etchrestaurant.com,https://www.facebook.com/etchrestaurant,,,False,False,False,False,False,False,False,1,tnobs_d65b37550752de78588e,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.8957.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,products or farm activity missing; directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-B8F8F19A2F,Fido,fido,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Nashville,37212,1812 21st Avenue South,public_business_address_reviewed_for_future_reduced_precision,,,,Pick Tennessee Products member,615-777-3436,info@bongojava.com,internal_until_public_use_review,http://www.bongojava.com/fido-cafe/,https://www.facebook.com/fido,,,False,False,False,False,False,False,False,1,tnobs_e2a8798e91f99cd44e3c,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.8956.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,products or farm activity missing; directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-8F2B959F48,Fin and Pearl,fin and pearl,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Nashville,37203,211 12th Avenue South,public_business_address_reviewed_for_future_reduced_precision,,,,Pick Tennessee Products member,615-577-6688,info@finandpearl.com,internal_until_public_use_review,http://finandpearl.com/,,,,False,False,False,False,False,False,False,1,tnobs_327fcd1c871ca6c71e07,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.14362.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,products or farm activity missing; directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-5CA99E4C8C,Flourish Farmers Market,flourish farmers market,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Nashville,37203,645 Division Street,public_business_address_reviewed_for_future_reduced_precision,,,,Pick Tennessee Products member,918-606-6095,averylizdesignco@gmail.com,internal_until_public_use_review,,,,,False,True,False,False,False,False,False,1,tnobs_3adface490ad978c0c36,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.27726.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,products or farm activity missing; directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-7EE5064B3A,Flowers' Farms / Flowers' Greenhouses,flowers farms flowers greenhouses,farm,unique_source_name_reviewed,TN,Davidson,Nashville,37218,4550 Eatons Creek Road,public_business_address_reviewed_for_future_reduced_precision,,,Annual Grower; Native Plants; Perennial Grower; Retail Nursery Grower; Vegetable Plants; Sorghum,Pick Tennessee Products member,615-876-8493,flowers4550@gmail.com,internal_until_public_use_review,http://www.flowers-farms.com,https://www.facebook.com/flowersfarms4550,,,True,True,False,False,False,False,False,1,tnobs_600806d00f3632110643,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.3633.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-974AD0DF8C,Fluffed Up,fluffed up,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Nashville,37208,900 Rosa L Parks Blvd,public_business_address_reviewed_for_future_reduced_precision,,,Cookies; Snack Nuts; Snacks; Candy; Chocolates and Confections; Specialty Store; Gift Baskets,Pick Tennessee Products member,615-810-5350,contact@fluffeduptn.com,internal_until_public_use_review,http://www.BuyFluffedUp.com,http://www.facebook.com/FluffedUp.TN,http://www.instagram.com/FluffedUp.TN,,False,True,False,False,False,True,False,1,tnobs_196b0106cd0dbbed4fe5,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.27849.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-1604174729,Forage South,forage south,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Nashville,37202,,public_business_address_reviewed_for_future_reduced_precision,,,Bread; Popcorn; Snacks; Flour Cornmeal,Pick Tennessee Products member,615-988-0265,sales@foragesouth.com,internal_until_public_use_review,https://foragesouth.com/,https://www.facebook.com/foragesouth,http://www.instagram.com/foragesouth,,False,False,False,False,False,False,False,1,tnobs_857ebe11c4b29b8a20f2,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.12274.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-61794A1079,Fried Green Tomatoes Food Truck,fried green tomatoes food truck,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Old Hickory,37138,,public_business_address_reviewed_for_future_reduced_precision,,,Food Truck,Pick Tennessee Products member,615-557-6927,hgcooper@comcast.net,internal_until_public_use_review,http://friedgreentomatoes.co,,,,False,False,False,False,False,False,False,1,tnobs_a2eeb10464ae0d27e366,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.11262.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-7BE3F52CF7,"Frith Family Foods, LLC",frith family foods,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Nashville,37209,850 Hillwood Boulevard,public_business_address_reviewed_for_future_reduced_precision,,,Sauces and Dressings,Pick Tennessee Products member,615-352-0527,cornermarket@comcast.net,internal_until_public_use_review,http://www.cornermarketcatering.com,https://www.facebook.com/cornermarketcatering,,,False,False,False,False,False,True,False,1,tnobs_e2f787cb090e2a63f4d7,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.11259.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-24F2E57850,Frothy Monkey Coffee Roasting Co.,frothy monkey coffee roasting,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Nashville,37210,201 Blanton Ave,public_business_address_reviewed_for_future_reduced_precision,,,Coffee,Pick Tennessee Products member,615-600-4756,coffee@frothymonkey.com,internal_until_public_use_review,http://www.frothymonkey.com,,,,False,False,False,False,False,True,False,1,tnobs_6de79b8ca066c9761a33,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.27581.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-7A7B02DF20,Further Farms,further farms,farm,merged_cross_county_identity_reviewed,TN,Davidson,Culleoka,38451,4481 Moore Lane,public_business_address_reviewed_for_future_reduced_precision,,,U-pick crops; agritourism; Annual Grower; Cut Flowers; Native Plants; Perennial Grower; Wholesale Nursery Grower; Woody Ornamental Grower; Vegetable Plants; Sauces and Dressings; Spices Dried Herbs Dry Rubs Seasonings; Blackberries; Blueberries; Pears; Herbs; Lettuce; Peppers; Tomatillos; Tomatoes; Honey,U-pick; agritourism; Pick Tennessee Products member,931-797-2949,Furthercharlie@gmail.com,internal_until_public_use_review,http://www.furtherfarms.com/,https://www.facebook.com/pages/Further-Farms/583078855038153,,,True,True,False,False,True,True,False,3,tnobs_3bd394e54c52d223371c | tnobs_6813d383da95ebd57158 | tnobs_bcbcfa1f3b58e678d643,PickYourOwn — Middle Tennessee | Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.pickyourown.org/TNmiddle.htm | https://www.picktnproducts.org/picktn-producers/picktn-listing.3007.html | https://www.picktnproducts.org/picktn-producers/picktn-listing.3674.html,B; E,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-AEAA037FA2,Galena Garlic Company,galena garlic,producer_requires_type_review,distinct_under_current_rules,TN,Davidson,Nashville,37206,1000 Fatherland Street,public_business_address_reviewed_for_future_reduced_precision,,,Spices Dried Herbs Dry Rubs Seasonings,Pick Tennessee Products member,615-750-5574,garlicnina@gmail.com,internal_until_public_use_review,http://Www.galenagarlic.com,https://www.facebook.com/galenagarlic,,,False,False,False,False,False,False,False,1,tnobs_ac05832e7ba68bfac40f,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.15463.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-FC9277D9F6,Gigi's Lavender Company,gigis lavender,farm,unique_source_name_reviewed,TN,Davidson,Joelton,37080,7631 Bidwell Rd,public_business_address_reviewed_for_future_reduced_precision,,,Agriculture Festivals; Farm Tours; RV Camping,Pick Tennessee Products member,615-422-5083,gigislavender@gmail.com,internal_until_public_use_review,http://www.gigislavender.com,https://www.facebook.com/GigisLavender,,,True,False,False,False,False,True,False,1,tnobs_9d296d1781dc48057ece,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.26236.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-E78F1B00E8,Gina's Italian Cuisine,ginas italian cuisine,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Nashville,37210,,public_business_address_reviewed_for_future_reduced_precision,,,Sauces and Dressings,Pick Tennessee Products member,215-801-9074,ginacooksnashville@gmail.com,internal_until_public_use_review,,http://Www.Facebook.com/GinaCooksNashville%20,http://Www.instagram.com/GinasItalianCuisine%20,,False,True,False,False,False,True,False,1,tnobs_5b75de3599c7d8189ed8,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.26380.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-C3884D0E12,Ginger Yogi Nashville,ginger yogi nashville,farm,unique_source_name_reviewed,TN,Davidson,Nashville,37205,,public_business_address_reviewed_for_future_reduced_precision,,,Honey,Pick Tennessee Products member,615-414-3429,apmcguire@gmail.com,internal_until_public_use_review,http://www.gingeryoginashville.com,,,,False,True,False,False,False,False,False,1,tnobs_4fb8ab8595b0d90bfa6d,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.24857.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-CB28674589,Goo Goo Cluster LLC,goo goo cluster,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Nashville,37201,116 3rd Ave. S,public_business_address_reviewed_for_future_reduced_precision,,,Snacks; Chocolates and Confections; Candy; Specialty Store; Gift Baskets,Pick Tennessee Products member,855-246-4666,GGCinfo@googoo.com,internal_until_public_use_review,http://www.googoo.com,https://www.facebook.com/googooclusters,,,False,False,False,False,False,True,False,1,tnobs_e9e8bb9175c733004576,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.3426.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-0C8256FABC,Good Girl Gladys Farmette,good girl gladys farmette,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Madison,37115,1600 Hudson Road,public_business_address_reviewed_for_future_reduced_precision,,,Blackberries; Arugula; Beans; Beets; Carrots; Celery; Cucumbers; Herbs; Kale; Lettuce; Mushrooms; Okra; Onions; Peppers; Potatoes; Radishes; Spinach; Squash Summer; Sweet Potatoes; Tomatoes; Eggs,Pick Tennessee Products member,513-417-7307,bennettm615@gmail.com,internal_until_public_use_review,http://gggfarmette.com,https://www.facebook.com/Goodgirlgladysfarmette#,https://www.instagram.com/goodgirlgladysfarmette/,,False,True,False,False,False,True,False,1,tnobs_0a5ed4ea9b42c04cc255,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.27891.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-025E317BED,Green Door Gourmet,green door gourmet,farm,merged_exact_name_reviewed,TN,Davidson,Nashville,37209,7007 River Road Pike,public_business_address_reviewed_for_future_reduced_precision,,,"U-pick crops; agritourism; Active Members; April; August; December; Event Facilities; Fall; Farm-to-Table Dinners; February; Festivals; Fun Farm Attractions; Gardens & Nurseries; Group Tours & School Field Trips; Hayrides or Wagon Rides; January; July; June; March; Markets; May; Meat (Beef, Pork, Poultry); Middle Region; November; October; Other Attractions; Pick-Your-Own; Produce; September; Spring; Stores; Summer; Wedding Venues; Agriculture Festivals; Hay Rides; Pumpkin Patches; Farm Tours; School Tours; Wagon Rides; Cut Flowers; Pickled Items; Salsa; Strawberries; Arugula; Beets; Broccoli; Cabbage; Carrots; Cauliflower; Collards; Corn; Cucumbers; Eggplant; Herbs; Kale; Lettuce; Mustard Greens; Okra; Onions; Peas; Peppers; Potatoes; Pumpkins; Radishes; Spinach; Squash Summer; Squash Winter; Sweet Potatoes; Tomatoes; Turnip Greens; Turnips; Microgreens; Gourds; Sorghum; Specialty Store; Grocery Store; Flour Cornmeal; Soups and Soup Mixes; Attractions; Special Event Venue; Weddings",U-pick; agritourism; Agritourism farm; Pick Tennessee Products member,615-942-7169,info@greendoorgourmet.com,internal_until_public_use_review,http://www.greendoorgourmet.com,https://www.facebook.com/GreenDoorGourmet,https://www.instagram.com/greendoorgourmet,,True,True,False,False,True,True,False,3,tnobs_5df358c2da9ed8681738 | tnobs_a09c25e4e28512af93f0 | tnobs_5f5d5dd14571c4b81e8a,PickYourOwn — Middle Tennessee | Tennessee Agritourism Association — active farm members | Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.pickyourown.org/TNmiddle.htm | https://tennesseeagritourism.org/green-door-gourmet | https://www.picktnproducts.org/picktn-producers/picktn-listing.2734.html,B; C; E,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-37A0B2F7A5,Greener Roots Farm,greener roots farm,farm,unique_source_name_reviewed,TN,Davidson,Nashville,37217,,public_business_address_reviewed_for_future_reduced_precision,,,Herbs; Lettuce; Microgreens,Pick Tennessee Products member,615-812-5881,william@greenerroots.com,internal_until_public_use_review,http://www.greenerroots.com,https://www.facebook.com/GreenerRootsFarm,,,False,False,False,False,False,True,False,1,tnobs_2da113f26ced425bf69e,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.3739.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-3B225C7A20,Grinder's Switch Winery,grinders switch winery,producer_requires_type_review,merged_cross_county_identity_reviewed,TN,Davidson,Centerville,37033,2119 Hwy 50 West Loop,public_business_address_reviewed_for_future_reduced_precision,,,Jams Jellies and Spreads; Fortified Wine; Red Wine; White Wine; Special Event Venue,Pick Tennessee Products member,931-729-3690,Jchessor@gswinery.com,internal_until_public_use_review,,https://www.facebook.com/pages/Gswinery-Marathon-Village/1559474327654505?fref=ts,,,True,False,False,False,False,False,False,2,tnobs_3f94565c7f68c22e945c | tnobs_2a8d3fb3f12160dc8f82,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.2423.html | https://www.picktnproducts.org/picktn-producers/picktn-listing.3881.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-10CC99E663,Grins Vegetarian Restaurant,grins vegetarian restaurant,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Nashville,37212,2421 Vanderbilt Place,public_business_address_reviewed_for_future_reduced_precision,,,,Pick Tennessee Products member,615-322-8571,grins@grinscafe.com,internal_until_public_use_review,http://www.bongojava.com/grins/about/,,,,False,False,False,False,False,False,False,1,tnobs_3109b97d0a007ecc3226,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.14361.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,products or farm activity missing; directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-7E97CCED60,Grown Proper,grown proper,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Nashville,37204,2916 Foster Creighton Drive,public_business_address_reviewed_for_future_reduced_precision,,,Hemp,Pick Tennessee Products member,615-838-8935,blake@grownproper.com,internal_until_public_use_review,https://www.grownproper.com,,https://www.instagram.com/grown_proper,,False,False,False,False,False,True,False,1,tnobs_d2d0ce75a76335dc1ebb,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.24975.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-91DB165668,Hearts in the Mix,hearts in the mix,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Nashville,37080,,public_business_address_reviewed_for_future_reduced_precision,,,,Pick Tennessee Products member,404-202-0797,heartsinthemix@gmail.com,internal_until_public_use_review,https://www.heartsinthemix.com/,https://www.facebook.com/heartsinthemix/,https://www.instagram.com/heartsinthemix/,,False,False,False,False,False,False,False,1,tnobs_9cdf5be44c67ea42f55e,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.27898.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,products or farm activity missing; directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-2C30D13452,HEAVENS ORGANIC FARM,heavens organic farm,farm,unique_source_name_reviewed,TN,Davidson,Murfreesboro,37129,67 Old Nashville Highway,public_business_address_reviewed_for_future_reduced_precision,,,Honeydew; Watermelons; Asparagus; Arugula; Beans; Beets; Broccoli; Cabbage; Carrots; Cauliflower; Celery; Collards; Corn; Cucumbers; Eggplant; Herbs; Kale; Lettuce; Microgreens; Mustard Greens; Okra; Peas; Peppers; Potatoes; Pumpkins; Radishes; Spinach; Squash Summer; Squash Winter; Sweet Potatoes; Tomatillos; Tomatoes; Turnip Greens; Turnips; You pick Blackberries; You pick Blueberries; You pick Pumpkins; You pick Raspberries; You pick Strawberries,Pick Tennessee Products member,615-669-2463,damegallinas@gmail.com,internal_until_public_use_review,,,,,True,False,False,False,True,False,False,1,tnobs_334bcb1c0288807a970b,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.27590.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-1E364BD177,hemphill,hemphill,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Whites Creek,37189,2318 clay lick pk,public_business_address_reviewed_for_future_reduced_precision,,,Hemp,Pick Tennessee Products member,615-730-4316,mykagodwin@yahoo.com,internal_until_public_use_review,,,,,False,False,False,False,False,False,False,1,tnobs_c17d749559efab5e3296,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.23622.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-A8AD137EB3,Heniscity Farm,heniscity farm,farm,unique_source_name_reviewed,TN,Davidson,Pegram,37143,8401 Old Charlotte PIke,public_business_address_reviewed_for_future_reduced_precision,,,On Farm Lodging; Farm Tours; School Tours; Herbs; Custom Poultry; Eggs; Hemp; Weddings; Special Event Venue; Other,Pick Tennessee Products member,423-291-7001,heniscityfarm@gmail.com,internal_until_public_use_review,,https://www.facebook.com/HeniscityFarm,,,True,False,False,False,False,True,False,1,tnobs_94a9362b1a048cec6155,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.19262.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-24B10EAF1B,Henosis,henosis,farm,unique_source_name_reviewed,TN,Davidson,Joelton,37080,,public_business_address_reviewed_for_future_reduced_precision,,,Compost and Soil Products; Vegetable Plants; Mushrooms,Pick Tennessee Products member,615-456-1192,info@henosismushrooms.com,internal_until_public_use_review,http://www.henosismushrooms.com,https://www.facebook.com/henosismushrooms,http://instagram.com/henosismushrooms,,True,True,False,False,False,True,False,1,tnobs_84c1d3b752cbe6893c56,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.26122.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-0FA46E1135,"Hermann Holtkamp Greenhouses, Inc.",hermann holtkamp greenhouses,farm,unique_source_name_reviewed,TN,Davidson,Nashville,37207,1501 Lischey Avenue,public_business_address_reviewed_for_future_reduced_precision,,,Perennial Grower; Retail Nursery Grower; Wholesale Nursery Grower,Pick Tennessee Products member,615-228-2683,reinhold@optimara.com,internal_until_public_use_review,http://www.optimara.com,https://www.facebook.com/optimara,,,False,False,False,False,False,False,False,1,tnobs_99f15d4bd5a33c83ae09,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.1266.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-03ADBF356E,Hidden Song Farm,hidden song farm,farm,unique_source_name_reviewed,TN,Davidson,Madison,37115,1890 Hudson Road,public_business_address_reviewed_for_future_reduced_precision,,,Eggs,Pick Tennessee Products member,615-715-1307,info@hiddensongfarm.com,internal_until_public_use_review,http://www.hiddensongfarm.com,https://www.facebook.com/hiddensongfarm,http://instagram.com/hiddensongfarm,,True,False,False,True,False,False,False,1,tnobs_4400d5af83899921d719,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.15512.html,B,2026-07-16,,new_state_candidate,promotion_eligible_reviewed,,Fields selected by evidence grade; every source observation remains separately auditable.
TN-84C1391CA7,High Note Gifts,high note gifts,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Nashville,37211,2110 Gladstone Ave,public_business_address_reviewed_for_future_reduced_precision,,,Specialty Store; Gift Baskets,Pick Tennessee Products member,615-873-0403,gifts@highnotegifts.com,internal_until_public_use_review,https://www.highnotegifts.com/,https://www.facebook.com/highnotegifts,https://www.instagram.com/highnotegifts/,,False,False,False,False,False,False,False,1,tnobs_cb301d256886a3a1bc11,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.18033.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-450BF80EC6,Higher Ground Cottage,higher ground cottage,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Nashville,37209,,public_business_address_reviewed_for_future_reduced_precision,,,Soap and Oils; Goats Milk,Pick Tennessee Products member,860-942-6878,highergroundcottage@gmail.com,internal_until_public_use_review,http://www.highergroundcottage.com,http://www.Facebook.com/highergroundcottage,http://www.instagram.com/highergroundcottage,,False,True,False,False,False,True,False,1,tnobs_e083979cc08589dbfa37,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.26315.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
TN-2C1BF9B55F,Hip Donelson Farmers Market,hip donelson farmers market,producer_requires_type_review,unique_source_name_reviewed,TN,Davidson,Nashville,37214,2705 Lebanon Pike,public_business_address_reviewed_for_future_reduced_precision,,,,Pick Tennessee Products member,615-705-6517,marketmanager@hipdonelson.com,internal_until_public_use_review,https://www.hipdonelsonfarmersmarket.org/,https://www.facebook.com/HipDonelsonFarmersMarket,https://www.instagram.com/hipdfarmersmarket/,,False,False,False,False,False,False,False,1,tnobs_407dca7c084c53bdcd52,Tennessee Department of Agriculture — Pick Tennessee Products directory,https://www.picktnproducts.org/picktn-producers/picktn-listing.3086.html,B,2026-07-16,,new_state_candidate,research_or_qa_queue,products or farm activity missing; directory candidate needs independent farm-operation evidence,Fields selected by evidence grade; every source observation remains separately auditable.
