entity_id,farm_name,county,issue_type,issue_detail,recommended_action,status
TX-524F1E1A32,G & L Farms,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-55D1074C0D,G Farms,Kaufman,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-39FE85CB85,G3 Homegrown Farm to Fork Store,Taylor,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-75D36005A6,Galloping Winds Ranch,Williamson,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-655D5968AA,Galway Microgreens Farm,,promotion_blocker,county missing; city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-A745DE56BB,Gandy's Dairies LLC,Lubbock,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-B08F1713AA,Garcia Farms North,Atascosa,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-2500575337,Garret's Legacy,Goliad,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-C9FEDD35D9,Garret's Legacy Farmstead,Goliad,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-7E498E0A51,Geosmin Regenerative,Travis,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-BDB2D1413A,GH-Dairy/Sarah Farms,El Paso,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-AA4A6CAC34,Gilmore Beef and Cattle Inc.,Bell,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-1C7DFA763A,Gilt-T-Pleasure Farms,Lubbock,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-34762795FA,GNR Akaushi Beef,Hidalgo,promotion_blocker,products or farm activity missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-2750023A98,Gold Nugget Farm,Erath,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-462877F8F2,Goober Bubs Orchard and Bakery,Denton,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-71E1CA866C,Good Flow Honey,,promotion_blocker,county missing; single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-5831153A58,Gracia Farms,Cameron,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-3F41FDFCB5,Grand G Ranch,Polk,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-385FA23FF0,Grassfield Farm,Medina,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-0416D6C430,Grassy Knoll Farm,Cass,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-DED635B689,Green Wolf Vertical Farm,Carson,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-63E44B36F5,Grimes Blueberry Farm,Angelina,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-96C01D4A97,Grow It 4 Dinner,,promotion_blocker,county missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-6C7425BC62,Gulf Breeze Alpaca Ranch & Lodging,San Patricio,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-3B7FC4B5C5,Gunderman Acres,Wharton,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-2100DF6782,H-E-B,Nueces,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-B0D558D290,Hammond Farm,Montgomery,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-1083D992C2,Ham's Orchards,Kaufman,promotion_blocker,city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-F3FC866054,Happy Feet Farm,,promotion_blocker,county missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-DEE565F3A9,Hardcastle Land and Cattle,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-3CBF4A56AB,Harmony Hollow Apiaries,,promotion_blocker,county missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-CAFC3E1AF6,Harold Koehn Grass Fed Beef,Dallam,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-348D44ADD5,Harvest Organic,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-011718F845,Harvest Season Farm,Harris,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-BC41D9AC84,Henderson Blueberry Farm,Cass,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-764C008AB3,Henrietta Creek Orchard,Tarrant,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-3C25257B34,HerbanEggs,Robertson,promotion_blocker,products or farm activity missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-39C63A3B3E,Heritage Beef,Edwards,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-CE06BC77BA,Hershey Homestead,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-4B8D6F5763,HG Rice Mill,Matagorda,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-DCB8EE439B,Hi Fi Mycology,,promotion_blocker,county missing; single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-B9BCF6D359,Hidden Honey Farm,Ellis,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-574B110C38,High Steaks Beef Company,Swisher,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-0BFA9D470D,Hiland Dairy,Dallas,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-7B5A58A20A,Hill Country Lavender,Blanco,promotion_blocker,city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-B3162BACB3,Hill Country Mushrooms and more,Kerr,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-D4050436BC,Hill Crest Creamery LLC,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-B7B8DD4C55,Hill Farms,Upshur,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-FF4AAD5AE8,Hoffman Farm,Liberty,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-2135CCFB58,Hollywood Bottom Farms,Wharton,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-B5E054581F,Holy Cow Beef,Lubbock,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-4EAC15159A,Home Sweet Farm,Washington,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-0239D4BF80,Honeymoon Farm,,promotion_blocker,county missing; city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-46F04751E6,HooFin Wings Ranch,,promotion_blocker,county missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-34DE2BC37C,Hope Farms Urban Agricultural Showcase & Training Center,Harris,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-5E87BE8A1E,HR Farms,Atascosa,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-691C7368E3,Hudson Plains Raw Dairy,,promotion_blocker,county missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-5E0D43692D,Huebner Berry Patch and Fruit Farm,Leon,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-BF572BF24F,Humble Homestead,Angelina,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-A9B1F0CA6A,Indian Creek Farm - CSA,San Jacinto,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-997319E6FB,J&B Farms,Medina,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-5D659E6FA0,J&C Poultry,Lampasas,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-9BB030C9F7,J & K Plants & Things Greenhouse & Farm,Marion,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-FDFE71AA65,Jenkins Farms,Fannin,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-94973EB67D,Jenschke Orchards,Gillespie,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-6EC0437994,Jim Franks Farm Direct Meat,,promotion_blocker,county missing; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-273A6D20D7,JJJM Grass Fed Beef,Collin,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-B0E6FA6742,jjjmgrassfedbeef.com,,promotion_blocker,county missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-DF9894B739,JMR Sustainable Farms,Harrison,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-EBA691540F,Jolie Vue Farms,Harris,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-5FAFC0B99E,Joppy Momma's Farm,Dallas,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-829C5A1968,Jornada Alpaca Ranch,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-159A36E751,JT2 Beef,Smith,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-44321E383F,JV Farms,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-8A5379C71C,JX Ranch Natural Beef,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-EA227DD275,KaJiN Farm,Hunt,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-59E4777CC7,Kandace Ehlinger,Medina,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-372CD811F2,Karleen Farmstead,Brewster,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-6B74ADDD37,Keith Cattle Co.,Lee,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-938C744598,Kelley Produce,Red River,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-33CE61B7A0,Kelumac Christmas Tree Farm Bed and Breakfast,Robertson,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-3914AF24E0,Kenz Henz,Galveston,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-E4CD62A677,Kingdom Cattle Co.,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-4330F9955A,Kingsbury's Blueberries,Burleson,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-EE924CAE4E,Kiomatia Blueberry Farm,Red River,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-B343A81D71,Kmiec Farm,Austin,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-2654111826,Knight Flyer Fowl,Shelby,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-69ED6A6189,"Koch Ranches, Inc.",Medina,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-79A66A8568,Kosub Farms Strawberries,Atascosa,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-9269C3E63F,L&L Farms,Zavala,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-C975E91E95,La Cabra Meat,Kimble,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-B6B7328221,La Nona,Hidalgo,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-D4D68FEF61,La Semilla Food Center,,promotion_blocker,county missing; city or safe public service area missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-BDCF52B162,Lake Creek Blueberry Farm,Anderson,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-ED3196EA52,Lang Cattle Company,Anderson,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-8248440450,"Lantana Farms, LLC, DBA Local Honey Bee Company",Bastrop,promotion_blocker,products or farm activity missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-DD2A7B9DB2,Laredo Main Street Inc.,Webb,promotion_blocker,products or farm activity missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-C0DAE2B710,Larken Farms,Ellis,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-13B2E7BD9E,Last Organic Outpost,Harris,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-644177C516,Lavender Ridge Farms,Cooke,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-CD971CDFFA,Law Ranch & Cattle Co.,Harris,promotion_blocker,products or farm activity missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-7530DCA910,LBK,Lubbock,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-7186BCFB1F,L'cajn Farm,Wise,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-32441A0116,LCF Ranch,,promotion_blocker,county missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-3CF054C829,Liberty Provisions,Fort Bend,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-B3AAF17154,Little Bear Produce,Hidalgo,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-3278EFCDD5,Little Thicket Farm,,promotion_blocker,county missing; city or safe public service area missing; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-0032373B28,Living Branch Farm,Hunt,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-4A4FBFCA60,Log Cabin Farm,Tyler,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-38F51388B0,Lone Mound Ranch,Collingsworth,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-875717C207,Lone Star Citrus Grower,Hidalgo,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-985ECF3716,Lone Star Lettuce Grower,Williamson,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-9FB7A14AC2,Lone Star Specialty Farm,Wharton,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-DCAC497EC4,Lonesome Pines Ranch,Bastrop,promotion_blocker,products or farm activity missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-5C2D2823E3,Long Farms,Hardin,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-F9C2FFF48D,Longhorn Beef Company,Palo Pinto,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-A782C82B5A,Love Creek Orchards,Bandera,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-A60ACCC08B,Lucky Penny Homestead,Angelina,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-C2302E623A,Luke Brown Farms,Reeves,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-CFF027C9BF,M & J Lavender Farm,Blanco,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-8A3027F8E7,M&P Produce,Bexar,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-B2F5EE539A,"Mac Ranch, Llc",,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-4833E79503,Mantells Cowboy Creations,Montague,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-658195F12E,Mars Hill Farm,Dallas,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-211BF3C335,McCurry Produce and Farm,Marion,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-744FD0028B,McDaniel Farm,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-CEE32A2297,McGreen Acres,Ellis,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-D12B94EC0B,McMahon Ranch,Gillespie,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-420EC41029,McPeak Orchards,Camp,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-09C0B66A9F,Meat Goats in DFW,Johnson,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-16CF3A4B74,Mehrlin Family Farm,Parker,promotion_blocker,member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-4E59E742E9,Mena Farm,Lee,promotion_blocker,products or farm activity missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-54C56EFFED,Merry Meadows,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-01F6A1D636,Mesquite Country Beef,Limestone,promotion_blocker,products or farm activity missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-9DD390E655,Michael Neighbors,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-04A6AAF547,Mid-Valley Ag,Cameron,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-583907372E,Miller Farms,Medina,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-E1FA1381C8,Miller Organically Grown Blackberries,Van Zandt,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-EC31F52F39,Mineral Wells Aquaponics,,promotion_blocker,county missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-54ACA449FB,Mini Farm Cattle Co.,Denton,promotion_blocker,products or farm activity missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-ACFED2E523,Miracle Farms,Galveston,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-1257CE2F4C,Mmm Farms,Atascosa,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-2EF1818F79,Moody Blooms,Titus,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-F90980F4EA,Moody's Quality Meats,Nueces,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-36DA780B9B,Moon Dog Farms,Galveston,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-489BD57A65,Moonbow Farms,Matagorda,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-9F81195904,Moore Honey Farm,Hardin,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-9ED2B042E7,Moorhead's Blueberry Farm,Montgomery,promotion_blocker,city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-FC09DCAB5E,Morath Orchard,Clay,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-594E3EAC7B,Moss Springs Berry Farm,Bowie,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-0695A422D7,Mountain Meadows Farm,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-7A83D6A89A,Mrs Smith's Farm,Donley,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-DE7A8E57FD,Murdock's Country Place,Brazoria,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-755CD6094C,Murphy cattle co. BEEF,Live Oak,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-E358E00010,Muscadine Grape U-Pick Farms,Wood,promotion_blocker,city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-39497E472A,My Mark 61 Cattle Co.,Harris,promotion_blocker,products or farm activity missing,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-B77EAF00B5,Mysterious Horizons Farm,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-A6133B5D11,Naturally Balanced Farms,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-CE61D8CFC6,Nature's Comeback Bison Ranch,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-AB4587C63E,Neal's Berry Farm and Farmer's Market,Harris,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-6729B54CBB,Nitschke Natural Beef/Circle N Ranch,,promotion_blocker,county missing; city or safe public service area missing; single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-079A0EC4A0,Nocona Meat Company,Montague,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-A2ACB8F82F,Oak Farms® Dairy,Parker,promotion_blocker,single grade-E discovery listing needs corroboration; member/vendor directory candidate needs independent farm-operation evidence,Verify with a farm-owned or current official source; do not publish until resolved.,open
TX-FEAA41925F,Oakview Blueberry Farm,San Jacinto,promotion_blocker,single grade-E discovery listing needs corroboration,Verify with a farm-owned or current official source; do not publish until resolved.,open
