county,county_fips,pass_1_observations,pass_2_observations,pass_3_observations,candidate_entities,promotion_eligible_entities,status,coverage_note
Parmer,48369,0,0,1,1,0,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Pecos,48371,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Polk,48373,1,1,3,5,2,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Potter,48375,2,1,3,5,1,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Presidio,48377,1,0,0,1,0,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Rains,48379,0,2,3,3,2,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Randall,48381,3,1,2,5,3,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Reagan,48383,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Real,48385,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Red River,48387,1,1,1,3,0,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Reeves,48389,1,0,0,1,0,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Refugio,48391,1,0,0,1,0,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Roberts,48393,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Robertson,48395,0,1,3,4,0,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Rockwall,48397,1,1,3,4,1,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Runnels,48399,0,1,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Rusk,48401,1,1,0,2,1,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Sabine,48403,0,0,1,1,0,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
San Augustine,48405,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
San Jacinto,48407,1,0,6,7,1,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
San Patricio,48409,0,0,2,2,0,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
San Saba,48411,0,1,0,1,1,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Schleicher,48413,1,0,0,1,1,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Scurry,48415,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Shackelford,48417,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Shelby,48419,0,0,1,1,0,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Sherman,48421,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Smith,48423,2,4,3,7,4,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Somervell,48425,0,0,1,1,0,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Starr,48427,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Stephens,48429,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Sterling,48431,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Stonewall,48433,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Sutton,48435,0,0,1,1,0,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Swisher,48437,1,0,1,2,0,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Tarrant,48439,2,3,1,6,4,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Taylor,48441,0,3,2,5,2,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Terrell,48443,0,0,1,1,0,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Terry,48445,0,0,1,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Throckmorton,48447,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Titus,48449,0,0,1,1,0,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Tom Green,48451,1,0,1,2,1,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Travis,48453,3,20,7,23,17,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Trinity,48455,0,0,2,2,0,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Tyler,48457,0,1,4,4,1,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Upshur,48459,1,3,2,4,2,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Upton,48461,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Uvalde,48463,2,0,0,2,0,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Val Verde,48465,0,0,2,2,0,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Van Zandt,48467,1,2,5,7,2,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Victoria,48469,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Walker,48471,0,0,4,4,0,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Waller,48473,0,4,2,4,3,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Ward,48475,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Washington,48477,1,3,3,6,5,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Webb,48479,1,2,1,2,1,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Wharton,48481,3,1,2,6,1,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Wheeler,48483,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Wichita,48485,0,0,2,2,0,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Wilbarger,48487,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Willacy,48489,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Williamson,48491,3,9,2,14,9,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Wilson,48493,0,3,2,5,3,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Winkler,48495,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Wise,48497,4,4,4,6,4,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Wood,48499,0,4,8,9,3,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Yoakum,48501,0,0,1,1,0,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Young,48503,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Zapata,48505,0,0,0,0,0,searched_none_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
Zavala,48507,1,0,1,2,0,candidates_found,All statewide sources and all 13 published PickYourOwn Texas regions were reviewed; zero means no qualifying public candidate was found under documented sources.
